ID,Name,Category,Cooldown,Description
1565,Fetter Ward,Ability,1200,"Grants immunity to stun, sleep, bind, heavy, knockback, and draw-in effects.<br><Color(52258)>Duration:</Color> 9s<br><br><Color(52258)>Enhanced Fetter Ward:</Color> Shortens recast time to 90 seconds.<br><Color(52258)>Enhanced Fetter Ward II:</Color> Extends duration to 12 seconds."
1566,Impulse Rush,Ability,1500,Delivers an attack with a potency of 240.<br><Color(52258)>Additional Effect:</Color> Increases critical hit rate by 10%<br><Color(52258)>Duration:</Color> 15s<br><br><Color(52258)>Enhanced Impulse Rush:</Color> Shortens recast time to 120 seconds.<br><Color(52258)>Enhanced Impulse Rush II:</Color> Extends duration to 20 seconds.<br><Color(52258)>Enhanced Impulse Rush III:</Color> Improves critical hit rate increase to 20%.
1567,Skewer,Ability,600,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Reduces target's attack magic and healing magic potency by 20%<br><Color(52258)>Duration:</Color> 6s"
1568,Battlefield March,Ability,1200,Restores 25% of maximum MP and TP for self and all nearby party members.
1569,Farshot,Ability,1200,Delivers a ranged attack with a potency of 200. Potency is not affected by distance.<br><Color(52258)>Additional Effect:</Color> Attack delivered with critical hit rate increased by 15%<br><br><Color(52258)>Enhanced Farshot:</Color> Shortens recast time to 90 seconds.<br><Color(52258)>Enhanced Farshot II:</Color> Increases potency to 240.<br><Color(52258)>Enhanced Farshot III:</Color> Increases critical hit rate by an additional 10%.
1570,Blast Shot,Ability,1800,Delivers an attack with a potency of 150 to target and all enemies nearby it.<br><Color(52258)>Additional Effect:</Color> 10-yalm knockback to target<br><br><Color(52258)>Enhanced Blast Shot:</Color> Shortens recast time to 150 seconds.<br><Color(52258)>Enhanced Blast Shot II:</Color> Increases potency to 180.<br><Color(52258)>Enhanced Blast Shot III:</Color> Increases knockback distance to 15 yalms.
1571,Sacred Prism,Ability,2400,"Envelops a designated area in a veil of succor, healing any who enter and nullifying 40% of physical damage.<br><Color(52258)>Cure Potency:</Color> 70<br><Color(52258)>Duration:</Color> 24s<br>Cannot be used with any other area-creating actions.<br><br><Color(52258)>Enhanced Sacred Prism:</Color> Shortens recast time to 180 seconds.<br><Color(52258)>Enhanced Sacred Prism II:</Color> Extends duration to 30 seconds.<br><Color(52258)>Enhanced Sacred Prism III:</Color> Increases cure potency to 100."
1572,Divine Breath,Ability,3000,Resurrects target at 30% of maximum HP/MP/TP.<br><br><Color(52258)>Enhanced Divine Breath:</Color> Shortens recast time to 240 seconds.<br><Color(52258)>Enhanced Divine Breath II:</Color> Increases HP/MP/TP recovered to 50%.
1573,Night Wing,Ability,2400,Puts target and all enemies nearby it to sleep.<br><Color(52258)>Duration:</Color> 6s<br>Cancels auto-attack upon execution.<br><br><Color(52258)>Enhanced Night Wing:</Color> Shortens recast time to 180 seconds.<br><Color(52258)>Enhanced Night Wing II:</Color> Extends duration to 8 seconds.
1574,Phantom Dart,Ability,900,Deals unaspected damage with a potency of 150.<br><Color(52258)>Additional Effect:</Color> Reduces target's magic resistances by 10%<br><Color(52258)>Duration:</Color> 15s<br><br><Color(52258)>Enhanced Phantom Dart:</Color> Shortens recast time to 60 seconds.<br><Color(52258)>Enhanced Phantom Dart II:</Color> Increases potency to 180.<br><Color(52258)>Enhanced Phantom Dart III:</Color> Extends duration to 20 seconds.
1575,Misty Veil,Ability,2400,Reduces target's range by 20%. Range cannot be reduced to less than 3 yalms.<br><Color(52258)>Duration:</Color> 15s<br><br><Color(52258)>Enhanced Misty Veil:</Color> Shortens recast time to 180 seconds.<br><Color(52258)>Enhanced Misty Veil II:</Color> Extends duration to 20 seconds.<br><Color(52258)>Enhanced Misty Veil III:</Color> Increases range reduction to 30%.
1576,Wither,Ability,2400,Deals unaspected damage with a potency of 170 to all enemies in a cone before you.<br><Color(52258)>Additional Effect:</Color> Removes one beneficial status from affected enemies<br><br><Color(52258)>Enhanced Wither:</Color> Shortens recast time to 180 seconds.<br><Color(52258)>Enhanced Wither II:</Color> Increases potency to 200.
1577,Aura Blast,Ability,600,Deals a 10-yalm knockback.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +25%<br><Color(52258)>Duration:</Color> 4s
1578,Focalization,Ability,1800,Increases nearby party members' magic resistances by 15%.<br><Color(52258)>Duration:</Color> 20s<br><br><Color(52258)>Enhanced Focalization:</Color> Shortens recast time to 150 seconds.<br><Color(52258)>Enhanced Focalization II:</Color> Extends duration to 25 seconds.<br><Color(52258)>Enhanced Focalization III:</Color> Increases resistances to 25%.
1579,Weapon Throw,Ability,900,Delivers a ranged attack with a potency of 50.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +20%<br><Color(52258)>Duration:</Color> 6s<br><Color(52258)>Additional Effect:</Color> Removes <Color(-154)>Sprint</Color> effect<br><br><Color(52258)>Enhanced Weapon Throw:</Color> Shortens recast time to 60 seconds.<br><Color(52258)>Enhanced Weapon Throw II:</Color> Extends duration to 8 seconds.<br><Color(52258)>Enhanced Weapon Throw III:</Color> Increases effect potency to 40%.
1580,Enliven,Ability,900,Restores 50% of maximum TP.
1581,Aetheric Burst,Ability,150,Deals unaspected damage with a potency of 170 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> Decreases skill speed of target by 30%<br><Color(52258)>Duration:</Color> 10s<br><br><Color(52258)>Enhanced Aetheric Burst:</Color> Shortens recast time to 90 seconds.<br><Color(52258)>Enhanced Aetheric Burst II:</Color> Extends duration to 15 seconds.<br><Color(52258)>Enhanced Aetheric Burst III:</Color> Increases skill speed reduction to 50%.
1582,Concentrate,Ability,450,"Creates a barrier preventing <Color(-154)>Sleep</Color>, <Color(-154)>Bind</Color>, <Color(-154)>Heavy</Color>, <Color(-154)>Slow</Color>, <Color(-154)>Silence</Color>, and knockback effects.<br><Color(52258)>Duration:</Color> 10s"
1583,Muse,Ability,900,Restores 25% of maximum MP.
1584,Purify,Ability,450,"Removes <Color(-154)>Stun</Color>, <Color(-154)>Sleep</Color>, <Color(-154)>Bind</Color>, <Color(-154)>Heavy</Color>, <Color(-154)>Slow</Color>, and <Color(-154)>Silence</Color> from target. Can be used regardless of own status affliction."
1585,Safeguard,Ability,900,Reduces damage taken by 25%.<br><Color(52258)>Duration:</Color> 10s
1586,Detect,Ability,1800,Reveal the location of nearby enemies under the effect of <Color(-154)>Hide</Color>.<br><br><Color(52258)>Enhanced Detect:</Color> Shortens recast time to 150 seconds.
1587,Malmsight,Ability,1500,Locates enemies in a 50-yalm radius in front of you and displays them on allied maps.<br><Color(52258)>Duration:</Color> 10s<br><br><Color(52258)>Enhanced Malmsight:</Color> Shortens recast time to 90s.
1588,Overwhelm,Ability,600,Rushes target and delivers an attack with a potency of 150.<br>Cannot be executed while bound.<br><br><Color(52258)>Enhanced Overwhelm:</Color> Shortens recast time to 40 seconds.<br><Color(52258)>Enhanced Overwhelm II:</Color> Increases potency to 180.<br><Color(52258)>Enhanced Overwhelm III:</Color> Adds <Color(-154)>Stun</Color> effect.<br><Color(52258)>Duration:</Color> 2s
1589,Ill Wind,Ability,1200,Delivers an attack with a potency of 170 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Silence</Color><br><Color(52258)>Duration:</Color> 2s<br><br><Color(52258)>Enhanced Ill Wind:</Color> Shortens recast time to 90 seconds.<br><Color(52258)>Enhanced Ill Wind II:</Color> Increases potency to 200.<br><Color(52258)>Enhanced Ill Wind III:</Color> Extends duration to 3s.
1590,Recuperate,Ability,600,Restores 25% of maximum HP.
1591,Between the Eyes,Ability,300,"Delivers an attack with a potency of 1,000.<br>Potency is doubled if target is under the effect of <Color(-154)>Bind</Color>, <Color(-154)>Stun</Color>, or <Color(-154)>Sleep</Color>."
1592,Stun Gun,Ability,600,"Delivers an attack to all nearby enemies with a potency of 1,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s<br>Overheats <Color(-154)>Gauss Barrel</Color> upon execution.<br><br>?This action cannot be assigned to a hotbar."
1593,Report,Ability,1200,Restores 25% of maximum MP and TP for self and all nearby party members.
1594,Retrogradation,Ability,1200,"Deals unaspected damage with a potency of 80 to all nearby enemies, while restoring own HP and the HP of all nearby party members.<br><Color(52258)>Cure Potency:</Color> 100<br><Color(52258)>Additional Effect:</Color> Removes one beneficial effect from all nearby enemies and one detrimental effect from all nearby party members<br><Color(-154)>Enhanced Retrogradation:</Color> Shortens recast time to 120 seconds.<br><Color(-154)>Enhanced Retrogradation II:</Color> Increases damage potency to 100.<br><Color(-154)>Enhanced Retrogradation III:</Color> Increases cure potency to 150."
1595,Tar Pit,Ability,1200,Deals unaspected damage with a potency of 250 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +40%<br><Color(52258)>Duration:</Color> 8s<br><Color(52258)>Additional Effect:</Color> Absorbs 150% of damage dealt as HP<br><br><Color(52258)>Enhanced Tar Pit:</Color> Shortens recast time to 90 seconds.<br><Color(52258)>Enhanced Tar Pit II:</Color> Increases potency to 300.<br><Color(52258)>Enhanced Tar Pit III:</Color> Increases HP absorption to 200%.
1596,Carnal Chill,Ability,900,Deals unaspected damage with a potency of 150 to target and all enemies nearby it.<br><Color(52258)>Additional Effect:</Color> Lowers target's damage dealt by 40%<br><Color(52258)>Duration:</Color> 6s<br><br><Color(52258)>Enhanced Carnal Chill:</Color> Shortens recast time to 60 seconds.<br><Color(52258)>Enhanced Carnal Chill II:</Color> Increases potency to 180.<br><Color(52258)>Enhanced Carnal Chill III:</Color> Increases damage penalty to 60%.
1597,Push Back,Ability,1800,Counters every time you suffer physical damage.<br><Color(52258)>Counter Potency:</Color> 150<br><Color(52258)>Duration:</Color> 10s<br><Color(52258)>Additional Effect:</Color> Counters any knockback attacks with a knockback and knock down<br><Color(52258)>Duration:</Color> 2s<br><br><Color(52258)>Enhanced Push Back:</Color> Shortens recast time to 120 seconds.<br><Color(52258)>Enhanced Push Back II:</Color> Increases potency to 180.<br><Color(52258)>Enhanced Push Back III:</Color> Extends counter duration to 15 seconds.
1764,Fiery Breath,Event,25,Emits a stream of white-hot flames.
1765,Big Sneeze,Event,25,Discharges a shower of lukewarm spittle onto an unfortunate target.
2135,Cast Light,DoL Ability,0,Lights up the tip of your fishing rod.
2237,Iron Kiss,Artillery,25,Fires an explosive projectile at the designated area.
2238,Spindly Finger,Artillery,300,Fires a lightning-aspected projectile at the designated area.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 1s
2240,Spinning Edge,Weaponskill,25,Delivers an attack with a potency of 150.
2241,Shade Shift,Ability,1200,Create shadows that nullify physical damage up to 20% of maximum HP.<br><Color(52258)>Duration:</Color> 20s
2242,Gust Slash,Weaponskill,25,Delivers an attack with a potency of 100.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Spinning Edge</Color><br><Color(52258)>Combo Potency:</Color> 220
2243,Kiss of the Wasp,Ability,50,"Apply wasp venom to your weapon, increasing physical damage dealt by <If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),29))>20<Else/><If(Equal(PlayerParameter(68),30))>20<Else/>5</If></If><Else/>5</If>%.<br><If(GreaterThanOrEqualTo(PlayerParameter(72),36))><If(Equal(PlayerParameter(68),29))>Changes the additional effect for <Color(-34022)>Jugulate</Color> to <Color(-154)>Stun</Color>.<br><Color(52258)>Duration:</Color> 2s<br><Else/><If(Equal(PlayerParameter(68),30))>Changes the additional effect for <Color(-34022)>Jugulate</Color> to <Color(-154)>Stun</Color>.<br><Color(52258)>Duration:</Color> 2s<br><Else/></If></If><Else/></If>Shares a recast timer with <Color(-34022)>Kiss of the Viper</Color> and cannot be used simultaneously with any other weapon poisons. Effect ends upon reuse."
2244,Mutilate,Weaponskill,25,"Delivers an attack with a potency of 60.<br><Color(52258)>Additional Effect:</Color> Damage over time<br><Color(52258)>Potency:</Color> 30<br><Color(52258)>Duration:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),44))><If(Equal(PlayerParameter(68),29))>30<Else/><If(Equal(PlayerParameter(68),30))>30<Else/>18</If></If><Else/>18</If>s"
2245,Hide,Ability,200,"Blend in with your surroundings, making it impossible for most enemies to detect you, but reducing movement speed by 50%. Has no effect on enemies 10 levels higher than your own, or certain enemies with special sight.<br>Cannot be executed while in combat.<br>Effect ends upon use of any action, including <Color(-154)>Hide</Color>.<If(GreaterThanOrEqualTo(PlayerParameter(72),30))><If(Equal(PlayerParameter(68),30))><br><Color(52258)>Additional Effect: </Color>Resets ninjutsu recast timers if out of combat<Else/></If><Else/></If>"
2246,Assassinate,Ability,400,Delivers an attack with a potency of 200.<br>Can only be executed when target's HP is below 20%.
2247,Throwing Dagger,Weaponskill,25,Delivers a ranged attack with a potency of 120.
2248,Mug,Ability,900,"Delivers an attack with a potency of 140.<br><Color(52258)>Additional Effect:</Color> Increases the chance of additional items being dropped by target if <Color(-34022)>Mug</Color> is dealt before, or as, the finishing blow<If(GreaterThanOrEqualTo(PlayerParameter(72),66))><If(Equal(PlayerParameter(68),30))><br><Color(52258)>Additional Effect: </Color> Increases <Color(-34022)>Ninki Gauge</Color> by 30<Else/></If><Else/></If>"
